102697967,01,1006480,047036,0,$900000.00,40.731456,-73.985578
102756965,01,1006480,047036,0,$10000.00,40.731456,-73.985578
102486427,01,1006480,047036,0,$700000.00,40.731456,-73.985578
102896118,01,1038579,015094,0,$250000.00,40.759240,-73.967246
102134272,01,1038579,047036,0,$200000.00,40.759240,-73.967246
102559964,01,1038579,015094,0,$75000.00,40.759240,-73.967246
102550026,01,1019951,041182,0,$170000.00,40.742695,-73.978705
102555183,01,1002734,047036,0,$35000.00,40.721170,-74.006559
102287543,01,1002734,015094,0,$250000.00,40.721170,-74.006559
102497255,01,1002734,015094,0,$350000.00,40.720848,-74.006613
102977744,01,1002734,015094,0,$400000.00,40.721170,-74.006559
102894067,01,1061380,015094,0,$100000.00,40.825465,-73.945639
102957454,01,1061380,015094,0,$150000.00,40.825465,-73.945639
102900675,01,1001389,015094,0,$500000.00,40.710207,-74.001125
102521335,01,1001389,015094,0,$500000.00,40.710207,-74.001125
102955848,01,1001228,015094,0,$500000.00,40.713843,-74.013790
103051796,01,1001228,053130,0,$40000.00,40.713843,-74.013790
103056773,01,1001228,047036,0,$500000.00,40.713843,-74.013790
103077457,01,1001228,015094,0,$30000.00,40.713843,-74.013790
103082708,01,1001228,015094,0,$100000.00,40.713843,-74.013790
103077448,01,1001228,015094,0,$250000.00,40.713843,-74.013790
102514316,01,1044182,027251,0,$250000.00,40.774080,-73.956837
102990756,01,1044182,027251,0,$75000.00,40.774080,-73.956837
102285153,01,1044182,015094,0,$60000.00,40.774080,-73.956837
102285242,01,1044182,075313,0,$50000.00,40.774080,-73.956837
102907623,01,1000016,015094,0,$400000.00,40.703257,-74.011570
102352669,01,1000016,014461,0,$1346000.00,40.703257,-74.011570
103016120,01,1000003,011283,0,$200000.00,40.701695,-74.011631
102680644,01,1063556,018229,0,$50000.00,40.846257,-73.936463
102948697,01,1059585,053455,0,$100000.00,40.814611,-73.953834
102493678,01,1059585,042858,0,$20000.00,40.814611,-73.953834
102880839,01,1055718,059185,0,$250000.00,40.800203,-73.960360
102592106,01,1026676,022834,0,$260000.00,40.763963,-73.990058
102533368,01,1030012,015094,0,$75000.00,40.778489,-73.979202
102930606,01,1030012,015094,0,$52000.00,40.778489,-73.979202
102720593,01,1020338,015094,0,$50000.00,40.747681,-73.974975
102896109,01,1020338,015094,0,$250000.00,40.747681,-73.974975
102736390,01,1020338,043227,0,$75000.00,40.747681,-73.974975
102921563,01,1020338,015094,0,$175000.00,40.747681,-73.974975
102284403,01,1020338,027251,0,$400000.00,40.747681,-73.974975
103044028,01,1020338,015094,0,$75000.00,40.747681,-73.974975
200613559,01,2083186,047036,0,$400000.00,40.878521,-73.907814
200613568,01,2013447,047036,0,$400000.00,40.858642,-73.896262
200626242,01,2013447,047036,0,$300000.00,40.858642,-73.896262
200628847,01,2007858,047036,0,$375000.00,40.846089,-73.909879
200628856,01,2007858,047036,0,$275000.00,40.846089,-73.909879
200628954,01,2007858,047036,0,$60000.00,40.846089,-73.909879
200613540,01,2055589,047036,0,$800000.00,40.870260,-73.866176
200642135,01,2002855,047036,0,$300000.00,40.834858,-73.918701
200657039,01,2002855,047036,0,$600000.00,40.834858,-73.918701
200639611,01,2818153,015094,0,$100000.00,40.839137,-73.843846
200639620,01,2818153,047036,0,$25000.00,40.839137,-73.843846
